0,1.0,1.0,2.0,12,0.1,0.5,2.0,24
1,1.0,1.0,2.0,12,0.1,0.5,2.0,24
2,1.0,1.0,2.0,12,0.1,0.5,2.0,24
3,1.0,1.0,2.0,12,0.1,0.5,2.0,24
4,1.0,1.0,2.0,12,0.1,0.5,2.0,24
5,1.0,1.0,2.0,12,0.1,0.5,2.0,24
6,1.0,1.0,2.0,12,0.1,0.5,2.0,24
7,1.0,1.0,2.0,12,0.1,0.5,2.0,24
8,1.0,1.0,2.0,12,0.1,0.5,2.0,24
9,1.0,1.0,2.0,12,0.1,0.5,2.0,24
10,1.0,1.0,2.0,12,0.1,0.5,2.0,24
11,1.0,1.0,2.0,12,0.1,0.5,2.0,24
12,1.0,1.0,2.0,12,0.1,0.5,2.0,24
13,1.0,1.0,2.0,12,0.1,0.5,2.0,24
14,1.0,1.0,2.0,12,0.1,0.5,2.0,24
15,1.0,1.0,2.0,12,0.1,0.5,2.0,24
16,1.0,1.0,2.0,12,0.1,0.5,2.0,24
17,1.0,1.0,2.0,12,0.1,0.5,2.0,24
18,1.0,1.0,2.0,12,0.1,0.5,2.0,24
19,1.0,1.0,2.0,12,0.1,0.5,2.0,24
20,1.0,1.0,2.0,12,0.1,0.5,2.0,24
21,1.0,1.0,2.0,12,0.1,0.5,2.0,24
22,1.0,1.0,2.0,12,0.1,0.5,2.0,24
23,1.0,1.0,2.0,12,0.1,0.5,2.0,24
24,1.0,1.0,2.0,12,0.1,0.5,2.0,24
25,1.0,1.0,2.0,12,0.1,0.5,2.0,24
26,1.0,1.0,2.0,12,0.1,0.5,2.0,24
27,1.0,1.0,2.0,12,0.1,0.5,2.0,24
28,1.0,1.0,2.0,12,0.1,0.5,2.0,24
29,1.0,1.0,2.0,12,0.1,0.5,2.0,24
30,1.0,1.0,2.0,12,0.1,0.5,2.0,24
31,1.0,1.0,2.0,12,0.1,0.5,2.0,24
32,1.0,1.0,2.0,12,0.1,0.5,2.0,24
33,1.0,1.0,2.0,12,0.1,0.5,2.0,24
34,1.0,1.0,2.0,12,0.1,0.5,2.0,24
35,1.0,1.0,2.0,12,0.1,0.5,2.0,24
36,1.0,1.0,2.0,12,0.1,0.5,2.0,24
37,1.0,1.0,2.0,12,0.1,0.5,2.0,24
38,1.0,1.0,2.0,12,0.1,0.5,2.0,24
39,1.0,1.0,2.0,12,0.1,0.5,2.0,24
40,1.0,1.0,2.0,12,0.1,0.5,2.0,24
41,1.0,1.0,2.0,12,0.1,0.5,2.0,24
42,1.0,1.0,2.0,12,0.1,0.5,2.0,24
43,1.0,1.0,2.0,12,0.1,0.5,2.0,24
44,1.0,1.0,2.0,12,0.1,0.5,2.0,24
45,1.0,1.0,2.0,12,0.1,0.5,2.0,24
46,1.0,1.0,2.0,12,0.1,0.5,2.0,24
47,1.0,1.0,2.0,12,0.1,0.5,2.0,24
48,1.0,1.0,2.0,12,0.1,0.5,2.0,24
49,1.0,1.0,2.0,12,0.1,0.5,2.0,24
50,1.0,1.0,2.0,12,0.1,0.5,2.0,24
51,1.0,1.0,2.0,12,0.1,0.5,2.0,24
52,1.0,1.0,2.0,12,0.1,0.5,2.0,24
53,1.0,1.0,2.0,12,0.1,0.5,2.0,24
54,1.0,1.0,2.0,12,0.1,0.5,2.0,24
55,1.0,1.0,2.0,12,0.1,0.5,2.0,24
56,1.0,1.0,2.0,12,0.1,0.5,2.0,24
57,1.0,1.0,2.0,12,0.1,0.5,2.0,24
58,1.0,1.0,2.0,12,0.1,0.5,2.0,24
59,1.0,1.0,2.0,12,0.1,0.5,2.0,24
60,1.0,1.0,2.0,12,0.1,0.5,2.0,24
61,1.0,1.0,2.0,12,0.1,0.5,2.0,24
62,1.0,1.0,2.0,12,0.1,0.5,2.0,24
63,1.0,1.0,2.0,12,0.1,0.5,2.0,24
64,1.0,1.0,2.0,12,0.1,0.5,2.0,24
65,1.0,1.0,2.0,12,0.1,0.5,2.0,24
66,1.0,1.0,2.0,12,0.1,0.5,2.0,24
67,1.0,1.0,2.0,12,0.1,0.5,2.0,24
68,1.0,1.0,2.0,12,0.1,0.5,2.0,24
69,1.0,1.0,2.0,12,0.1,0.5,2.0,24
70,1.0,1.0,2.0,12,0.1,0.5,2.0,24
71,1.0,1.0,2.0,12,0.1,0.5,2.0,24
72,1.0,1.0,2.0,12,0.1,0.5,2.0,24
73,1.0,1.0,2.0,12,0.1,0.5,2.0,24
74,1.0,1.0,2.0,12,0.1,0.5,2.0,24
75,1.0,1.0,2.0,12,0.1,0.5,2.0,24
76,1.0,1.0,2.0,12,0.1,0.5,2.0,24
77,1.0,1.0,2.0,12,0.1,0.5,2.0,24
78,1.0,1.0,2.0,12,0.1,0.5,2.0,24
79,1.0,1.0,2.0,12,0.1,0.5,2.0,24
80,1.0,1.0,2.0,12,0.1,0.5,2.0,24
81,1.0,1.0,2.0,12,0.1,0.5,2.0,24
82,1.0,1.0,2.0,12,0.1,0.5,2.0,24
83,1.0,1.0,2.0,12,0.1,0.5,2.0,24
84,1.0,1.0,2.0,12,0.1,0.5,2.0,24
85,1.0,1.0,2.0,12,0.1,0.5,2.0,24
86,1.0,1.0,2.0,12,0.1,0.5,2.0,24
87,1.0,1.0,2.0,12,0.1,0.5,2.0,24
88,1.0,1.0,2.0,12,0.1,0.5,2.0,24
89,1.0,1.0,2.0,12,0.1,0.5,2.0,24
90,1.0,1.0,2.0,12,0.1,0.5,2.0,24
91,1.0,1.0,2.0,12,0.1,0.5,2.0,24
92,1.0,1.0,2.0,12,0.1,0.5,2.0,24
93,1.0,1.0,2.0,12,0.1,0.5,2.0,24
94,1.0,1.0,2.0,12,0.1,0.5,2.0,24
95,1.0,1.0,2.0,12,0.1,0.5,2.0,24
96,1.0,1.0,2.0,12,0.1,0.5,2.0,24
97,1.0,1.0,2.0,12,0.1,0.5,2.0,24
98,1.0,1.0,2.0,12,0.1,0.5,2.0,24
99,1.0,1.0,2.0,12,0.1,0.5,2.0,24
100,1.0,1.0,2.0,12,0.1,0.5,2.0,24
101,1.0,1.0,2.0,12,0.1,0.5,2.0,24
102,1.0,1.0,2.0,12,0.1,0.5,2.0,24
103,1.0,1.0,2.0,12,0.1,0.5,2.0,24
104,1.0,1.0,2.0,12,0.1,0.5,2.0,24
105,1.0,1.0,2.0,12,0.1,0.5,2.0,24
106,1.0,1.0,2.0,12,0.1,0.5,2.0,24
107,1.0,1.0,2.0,12,0.1,0.5,2.0,24
108,1.0,1.0,2.0,12,0.1,0.5,2.0,24
109,1.0,1.0,2.0,12,0.1,0.5,2.0,24
110,1.0,1.0,2.0,12,0.1,0.5,2.0,24
111,1.0,1.0,2.0,12,0.1,0.5,2.0,24
112,1.0,1.0,2.0,12,0.1,0.5,2.0,24
113,1.0,1.0,2.0,12,0.1,0.5,2.0,24
114,1.0,1.0,2.0,12,0.1,0.5,2.0,24
115,1.0,1.0,2.0,12,0.1,0.5,2.0,24
116,1.0,1.0,2.0,12,0.1,0.5,2.0,24
117,1.0,1.0,2.0,12,0.1,0.5,2.0,24
118,1.0,1.0,2.0,12,0.1,0.5,2.0,24
119,1.0,1.0,2.0,12,0.1,0.5,2.0,24
120,1.0,1.0,2.0,12,0.1,0.5,2.0,24
121,1.0,1.0,2.0,12,0.1,0.5,2.0,24
122,1.0,1.0,2.0,12,0.1,0.5,2.0,24
123,1.0,1.0,2.0,12,0.1,0.5,2.0,24
124,1.0,1.0,2.0,12,0.1,0.5,2.0,24
125,1.0,1.0,2.0,12,0.1,0.5,2.0,24
126,1.0,1.0,2.0,12,0.1,0.5,2.0,24
127,1.0,1.0,2.0,12,0.1,0.5,2.0,24
128,1.0,1.0,2.0,12,0.1,0.5,2.0,24
129,1.0,1.0,2.0,12,0.1,0.5,2.0,24
130,1.0,1.0,2.0,12,0.1,0.5,2.0,24
131,1.0,1.0,2.0,12,0.1,0.5,2.0,24
132,1.0,1.0,2.0,12,0.1,0.5,2.0,24
133,1.0,1.0,2.0,12,0.1,0.5,2.0,24
134,1.0,1.0,2.0,12,0.1,0.5,2.0,24
135,1.0,1.0,2.0,12,0.1,0.5,2.0,24
136,1.0,1.0,2.0,12,0.1,0.5,2.0,24
137,1.0,1.0,2.0,12,0.1,0.5,2.0,24
138,1.0,1.0,2.0,12,0.1,0.5,2.0,24
139,1.0,1.0,2.0,12,0.1,0.5,2.0,24
140,1.0,1.0,2.0,12,0.1,0.5,2.0,24
141,1.0,1.0,2.0,12,0.1,0.5,2.0,24
142,1.0,1.0,2.0,12,0.1,0.5,2.0,24
143,1.0,1.0,2.0,12,0.1,0.5,2.0,24
144,1.0,1.0,2.0,12,0.1,0.5,2.0,24
145,1.0,1.0,2.0,12,0.1,0.5,2.0,24
146,1.0,1.0,2.0,12,0.1,0.5,2.0,24
147,1.0,1.0,2.0,12,0.1,0.5,2.0,24
148,1.0,1.0,2.0,12,0.1,0.5,2.0,24
149,1.0,1.0,2.0,12,0.1,0.5,2.0,24
150,1.0,1.0,2.0,12,0.1,0.5,2.0,24
151,1.0,1.0,2.0,12,0.1,0.5,2.0,24
152,1.0,1.0,2.0,12,0.1,0.5,2.0,24
153,1.0,1.0,2.0,12,0.1,0.5,2.0,24
154,1.0,1.0,2.0,12,0.1,0.5,2.0,24
155,1.0,1.0,2.0,12,0.1,0.5,2.0,24
156,1.0,1.0,2.0,12,0.1,0.5,2.0,24
157,1.0,1.0,2.0,12,0.1,0.5,2.0,24
158,1.0,1.0,2.0,12,0.1,0.5,2.0,24
159,1.0,1.0,2.0,12,0.1,0.5,2.0,24
160,1.0,1.0,2.0,12,0.1,0.5,2.0,24
161,1.0,1.0,2.0,12,0.1,0.5,2.0,24
162,1.0,1.0,2.0,12,0.1,0.5,2.0,24
163,1.0,1.0,2.0,12,0.1,0.5,2.0,24
164,1.0,1.0,2.0,12,0.1,0.5,2.0,24
165,1.0,1.0,2.0,12,0.1,0.5,2.0,24
166,1.0,1.0,2.0,12,0.1,0.5,2.0,24
167,1.0,1.0,2.0,12,0.1,0.5,2.0,24
168,1.0,1.0,2.0,12,0.1,0.5,2.0,24
169,1.0,1.0,2.0,12,0.1,0.5,2.0,24
170,1.0,1.0,2.0,12,0.1,0.5,2.0,24
171,1.0,1.0,2.0,12,0.1,0.5,2.0,24
172,1.0,1.0,2.0,12,0.1,0.5,2.0,24
173,1.0,1.0,2.0,12,0.1,0.5,2.0,24
174,1.0,1.0,2.0,12,0.1,0.5,2.0,24
175,1.0,1.0,2.0,12,0.1,0.5,2.0,24
176,1.0,1.0,2.0,12,0.1,0.5,2.0,24
177,1.0,1.0,2.0,12,0.1,0.5,2.0,24
178,1.0,1.0,2.0,12,0.1,0.5,2.0,24
179,1.0,1.0,2.0,12,0.1,0.5,2.0,24
180,1.0,1.0,2.0,12,0.1,0.5,2.0,24
181,1.0,1.0,2.0,12,0.1,0.5,2.0,24
182,1.0,1.0,2.0,12,0.1,0.5,2.0,24
183,1.0,1.0,2.0,12,0.1,0.5,2.0,24
184,1.0,1.0,2.0,12,0.1,0.5,2.0,24
185,1.0,1.0,2.0,12,0.1,0.5,2.0,24
186,1.0,1.0,2.0,12,0.1,0.5,2.0,24
187,1.0,1.0,2.0,12,0.1,0.5,2.0,24
188,1.0,1.0,2.0,12,0.1,0.5,2.0,24
189,1.0,1.0,2.0,12,0.1,0.5,2.0,24
190,1.0,1.0,2.0,12,0.1,0.5,2.0,24
191,1.0,1.0,2.0,12,0.1,0.5,2.0,24
192,1.0,1.0,2.0,12,0.1,0.5,2.0,24
193,1.0,1.0,2.0,12,0.1,0.5,2.0,24
194,1.0,1.0,2.0,12,0.1,0.5,2.0,24
195,1.0,1.0,2.0,12,0.1,0.5,2.0,24
196,1.0,1.0,2.0,12,0.1,0.5,2.0,24
197,1.0,1.0,2.0,12,0.1,0.5,2.0,24
198,1.0,1.0,2.0,12,0.1,0.5,2.0,24
199,1.0,1.0,2.0,12,0.1,0.5,2.0,24
200,1.0,1.0,2.0,12,0.1,0.5,2.0,24
201,1.0,1.0,2.0,12,0.1,0.5,2.0,24
202,1.0,1.0,2.0,12,0.1,0.5,2.0,24
203,1.0,1.0,2.0,12,0.1,0.5,2.0,24
204,1.0,1.0,2.0,12,0.1,0.5,2.0,24
205,1.0,1.0,2.0,12,0.1,0.5,2.0,24
206,1.0,1.0,2.0,12,0.1,0.5,2.0,24
207,1.0,1.0,2.0,12,0.1,0.5,2.0,24
208,1.0,1.0,2.0,12,0.1,0.5,2.0,24
209,1.0,1.0,2.0,12,0.1,0.5,2.0,24
210,1.0,1.0,2.0,12,0.1,0.5,2.0,24
211,1.0,1.0,2.0,12,0.1,0.5,2.0,24
212,1.0,1.0,2.0,12,0.1,0.5,2.0,24
213,1.0,1.0,2.0,12,0.1,0.5,2.0,24
214,1.0,1.0,2.0,12,0.1,0.5,2.0,24
215,1.0,1.0,2.0,12,0.1,0.5,2.0,24
216,1.0,1.0,2.0,12,0.1,0.5,2.0,24
217,1.0,1.0,2.0,12,0.1,0.5,2.0,24
218,1.0,1.0,2.0,12,0.1,0.5,2.0,24
219,1.0,1.0,2.0,12,0.1,0.5,2.0,24
220,1.0,1.0,2.0,12,0.1,0.5,2.0,24
221,1.0,1.0,2.0,12,0.1,0.5,2.0,24
222,1.0,1.0,2.0,12,0.1,0.5,2.0,24
223,1.0,1.0,2.0,12,0.1,0.5,2.0,24
224,1.0,1.0,2.0,12,0.1,0.5,2.0,24
225,1.0,1.0,2.0,12,0.1,0.5,2.0,24
226,1.0,1.0,2.0,12,0.1,0.5,2.0,24
227,1.0,1.0,2.0,12,0.1,0.5,2.0,24
228,1.0,1.0,2.0,12,0.1,0.5,2.0,24
229,1.0,1.0,2.0,12,0.1,0.5,2.0,24
230,1.0,1.0,2.0,12,0.1,0.5,2.0,24
231,1.0,1.0,2.0,12,0.1,0.5,2.0,24
232,1.0,1.0,2.0,12,0.1,0.5,2.0,24
233,1.0,1.0,2.0,12,0.1,0.5,2.0,24
234,1.0,1.0,2.0,12,0.1,0.5,2.0,24
235,1.0,1.0,2.0,12,0.1,0.5,2.0,24
236,1.0,1.0,2.0,12,0.1,0.5,2.0,24
237,1.0,1.0,2.0,12,0.1,0.5,2.0,24
238,1.0,1.0,2.0,12,0.1,0.5,2.0,24
239,1.0,1.0,2.0,12,0.1,0.5,2.0,24
240,1.0,1.0,2.0,12,0.1,0.5,2.0,24
241,1.0,1.0,2.0,12,0.1,0.5,2.0,24
242,1.0,1.0,2.0,12,0.1,0.5,2.0,24
243,1.0,1.0,2.0,12,0.1,0.5,2.0,24
244,1.0,1.0,2.0,12,0.1,0.5,2.0,24
245,1.0,1.0,2.0,12,0.1,0.5,2.0,24
246,1.0,1.0,2.0,12,0.1,0.5,2.0,24
247,1.0,1.0,2.0,12,0.1,0.5,2.0,24
248,1.0,1.0,2.0,12,0.1,0.5,2.0,24
249,1.0,1.0,2.0,12,0.1,0.5,2.0,24
250,1.0,1.0,2.0,12,0.1,0.5,2.0,24
251,1.0,1.0,2.0,12,0.1,0.5,2.0,24
252,1.0,1.0,2.0,12,0.1,0.5,2.0,24
253,1.0,1.0,2.0,12,0.1,0.5,2.0,24
254,1.0,1.0,2.0,12,0.1,0.5,2.0,24
255,1.0,1.0,2.0,12,0.1,0.5,2.0,24
256,1.0,1.0,2.0,12,0.1,0.5,2.0,24
257,1.0,1.0,2.0,12,0.1,0.5,2.0,24
258,1.0,1.0,2.0,12,0.1,0.5,2.0,24
259,1.0,1.0,2.0,12,0.1,0.5,2.0,24
260,1.0,1.0,2.0,12,0.1,0.5,2.0,24
261,1.0,1.0,2.0,12,0.1,0.5,2.0,24
262,1.0,1.0,2.0,12,0.1,0.5,2.0,24
263,1.0,1.0,2.0,12,0.1,0.5,2.0,24
264,1.0,1.0,2.0,12,0.1,0.5,2.0,24
265,1.0,1.0,2.0,12,0.1,0.5,2.0,24
266,1.0,1.0,2.0,12,0.1,0.5,2.0,24
267,1.0,1.0,2.0,12,0.1,0.5,2.0,24
268,1.0,1.0,2.0,12,0.1,0.5,2.0,24
269,1.0,1.0,2.0,12,0.1,0.5,2.0,24
270,1.0,1.0,2.0,12,0.1,0.5,2.0,24
271,1.0,1.0,2.0,12,0.1,0.5,2.0,24
272,1.0,1.0,2.0,12,0.1,0.5,2.0,24
273,1.0,1.0,2.0,12,0.1,0.5,2.0,24
274,1.0,1.0,2.0,12,0.1,0.5,2.0,24
275,1.0,1.0,2.0,12,0.1,0.5,2.0,24
276,1.0,1.0,2.0,12,0.1,0.5,2.0,24
277,1.0,1.0,2.0,12,0.1,0.5,2.0,24
278,1.0,1.0,2.0,12,0.1,0.5,2.0,24
279,1.0,1.0,2.0,12,0.1,0.5,2.0,24
280,1.0,1.0,2.0,12,0.1,0.5,2.0,24
281,1.0,1.0,2.0,12,0.1,0.5,2.0,24
282,1.0,1.0,2.0,12,0.1,0.5,2.0,24
283,1.0,1.0,2.0,12,0.1,0.5,2.0,24
284,1.0,1.0,2.0,12,0.1,0.5,2.0,24
285,1.0,1.0,2.0,12,0.1,0.5,2.0,24
286,1.0,1.0,2.0,12,0.1,0.5,2.0,24
287,1.0,1.0,2.0,12,0.1,0.5,2.0,24
288,1.0,1.0,2.0,12,0.1,0.5,2.0,24
289,1.0,1.0,2.0,12,0.1,0.5,2.0,24
290,1.0,1.0,2.0,12,0.1,0.5,2.0,24
291,1.0,1.0,2.0,12,0.1,0.5,2.0,24
292,1.0,1.0,2.0,12,0.1,0.5,2.0,24
293,1.0,1.0,2.0,12,0.1,0.5,2.0,24
294,1.0,1.0,2.0,12,0.1,0.5,2.0,24
295,1.0,1.0,2.0,12,0.1,0.5,2.0,24
296,1.0,1.0,2.0,12,0.1,0.5,2.0,24
297,1.0,1.0,2.0,12,0.1,0.5,2.0,24
298,1.0,1.0,2.0,12,0.1,0.5,2.0,24
299,1.0,1.0,2.0,12,0.1,0.5,2.0,24
300,1.0,1.0,2.0,12,0.1,0.5,2.0,24
301,1.0,1.0,2.0,12,0.1,0.5,2.0,24
302,1.0,1.0,2.0,12,0.1,0.5,2.0,24
303,1.0,1.0,2.0,12,0.1,0.5,2.0,24
304,1.0,1.0,2.0,12,0.1,0.5,2.0,24
305,1.0,1.0,2.0,12,0.1,0.5,2.0,24
306,1.0,1.0,2.0,12,0.1,0.5,2.0,24
307,1.0,1.0,2.0,12,0.1,0.5,2.0,24
308,1.0,1.0,2.0,12,0.1,0.5,2.0,24
309,1.0,1.0,2.0,12,0.1,0.5,2.0,24
310,1.0,1.0,2.0,12,0.1,0.5,2.0,24
311,1.0,1.0,2.0,12,0.1,0.5,2.0,24
312,1.0,1.0,2.0,12,0.1,0.5,2.0,24
313,1.0,1.0,2.0,12,0.1,0.5,2.0,24
314,1.0,1.0,2.0,12,0.1,0.5,2.0,24
315,1.0,1.0,2.0,12,0.1,0.5,2.0,24
316,1.0,1.0,2.0,12,0.1,0.5,2.0,24
317,1.0,1.0,2.0,12,0.1,0.5,2.0,24
318,1.0,1.0,2.0,12,0.1,0.5,2.0,24
319,1.0,1.0,2.0,12,0.1,0.5,2.0,24
320,1.0,1.0,2.0,12,0.1,0.5,2.0,24
321,1.0,1.0,2.0,12,0.1,0.5,2.0,24
322,1.0,1.0,2.0,12,0.1,0.5,2.0,24
323,1.0,1.0,2.0,12,0.1,0.5,2.0,24
324,1.0,1.0,2.0,12,0.1,0.5,2.0,24
325,1.0,1.0,2.0,12,0.1,0.5,2.0,24
326,1.0,1.0,2.0,12,0.1,0.5,2.0,24
327,1.0,1.0,2.0,12,0.1,0.5,2.0,24
328,1.0,1.0,2.0,12,0.1,0.5,2.0,24
329,1.0,1.0,2.0,12,0.1,0.5,2.0,24
330,1.0,1.0,2.0,12,0.1,0.5,2.0,24
331,1.0,1.0,2.0,12,0.1,0.5,2.0,24
332,1.0,1.0,2.0,12,0.1,0.5,2.0,24
333,1.0,1.0,2.0,12,0.1,0.5,2.0,24
334,1.0,1.0,2.0,12,0.1,0.5,2.0,24
335,1.0,1.0,2.0,12,0.1,0.5,2.0,24
336,1.0,1.0,2.0,12,0.1,0.5,2.0,24
337,1.0,1.0,2.0,12,0.1,0.5,2.0,24
338,1.0,1.0,2.0,12,0.1,0.5,2.0,24
339,1.0,1.0,2.0,12,0.1,0.5,2.0,24
340,1.0,1.0,2.0,12,0.1,0.5,2.0,24
341,1.0,1.0,2.0,12,0.1,0.5,2.0,24
342,1.0,1.0,2.0,12,0.1,0.5,2.0,24
343,1.0,1.0,2.0,12,0.1,0.5,2.0,24
344,1.0,1.0,2.0,12,0.1,0.5,2.0,24
345,1.0,1.0,2.0,12,0.1,0.5,2.0,24
346,1.0,1.0,2.0,12,0.1,0.5,2.0,24
347,1.0,1.0,2.0,12,0.1,0.5,2.0,24
348,1.0,1.0,2.0,12,0.1,0.5,2.0,24
349,1.0,1.0,2.0,12,0.1,0.5,2.0,24
350,1.0,1.0,2.0,12,0.1,0.5,2.0,24
351,1.0,1.0,2.0,12,0.1,0.5,2.0,24
352,1.0,1.0,2.0,12,0.1,0.5,2.0,24
353,1.0,1.0,2.0,12,0.1,0.5,2.0,24
354,1.0,1.0,2.0,12,0.1,0.5,2.0,24
355,1.0,1.0,2.0,12,0.1,0.5,2.0,24
356,1.0,1.0,2.0,12,0.1,0.5,2.0,24
357,1.0,1.0,2.0,12,0.1,0.5,2.0,24
358,1.0,1.0,2.0,12,0.1,0.5,2.0,24
359,1.0,1.0,2.0,12,0.1,0.5,2.0,24
360,1.0,1.0,2.0,12,0.1,0.5,2.0,24
361,1.0,1.0,2.0,12,0.1,0.5,2.0,24
362,1.0,1.0,2.0,12,0.1,0.5,2.0,24
363,1.0,1.0,2.0,12,0.1,0.5,2.0,24
364,1.0,1.0,2.0,12,0.1,0.5,2.0,24
365,1.0,1.0,2.0,12,0.1,0.5,2.0,24
366,1.0,1.0,2.0,12,0.1,0.5,2.0,24
367,1.0,1.0,2.0,12,0.1,0.5,2.0,24
368,1.0,1.0,2.0,12,0.1,0.5,2.0,24
369,1.0,1.0,2.0,12,0.1,0.5,2.0,24
370,1.0,1.0,2.0,12,0.1,0.5,2.0,24
371,1.0,1.0,2.0,12,0.1,0.5,2.0,24
372,1.0,1.0,2.0,12,0.1,0.5,2.0,24
373,1.0,1.0,2.0,12,0.1,0.5,2.0,24
374,1.0,1.0,2.0,12,0.1,0.5,2.0,24
375,1.0,1.0,2.0,12,0.1,0.5,2.0,24
376,1.0,1.0,2.0,12,0.1,0.5,2.0,24
377,1.0,1.0,2.0,12,0.1,0.5,2.0,24
378,1.0,1.0,2.0,12,0.1,0.5,2.0,24
379,1.0,1.0,2.0,12,0.1,0.5,2.0,24
380,1.0,1.0,2.0,12,0.1,0.5,2.0,24
381,1.0,1.0,2.0,12,0.1,0.5,2.0,24
382,1.0,1.0,2.0,12,0.1,0.5,2.0,24
383,1.0,1.0,2.0,12,0.1,0.5,2.0,24
384,1.0,1.0,2.0,12,0.1,0.5,2.0,24
385,1.0,1.0,2.0,12,0.1,0.5,2.0,24
386,1.0,1.0,2.0,12,0.1,0.5,2.0,24
387,1.0,1.0,2.0,12,0.1,0.5,2.0,24
388,1.0,1.0,2.0,12,0.1,0.5,2.0,24
389,1.0,1.0,2.0,12,0.1,0.5,2.0,24
390,1.0,1.0,2.0,12,0.1,0.5,2.0,24
391,1.0,1.0,2.0,12,0.1,0.5,2.0,24
392,1.0,1.0,2.0,12,0.1,0.5,2.0,24
393,1.0,1.0,2.0,12,0.1,0.5,2.0,24
394,1.0,1.0,2.0,12,0.1,0.5,2.0,24
395,1.0,1.0,2.0,12,0.1,0.5,2.0,24
396,1.0,1.0,2.0,12,0.1,0.5,2.0,24
397,1.0,1.0,2.0,12,0.1,0.5,2.0,24
398,1.0,1.0,2.0,12,0.1,0.5,2.0,24
399,1.0,1.0,2.0,12,0.1,0.5,2.0,24
400,1.0,1.0,2.0,12,0.1,0.5,2.0,24
401,1.0,1.0,2.0,12,0.1,0.5,2.0,24
402,1.0,1.0,2.0,12,0.1,0.5,2.0,24
403,1.0,1.0,2.0,12,0.1,0.5,2.0,24
404,1.0,1.0,2.0,12,0.1,0.5,2.0,24
405,1.0,1.0,2.0,12,0.1,0.5,2.0,24
406,1.0,1.0,2.0,12,0.1,0.5,2.0,24
407,1.0,1.0,2.0,12,0.1,0.5,2.0,24
